Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Profit_Margin
2022-10-20,Laptop,Electronics,West,2,2362,342.27,2022,10,October,14.490685859441152
2024-02-04,Headphones,Accessories,South,6,2958,577.27,2024,2,February,19.51555104800541
2024-03-22,Tablet,Electronics,East,1,477,56.49,2024,3,March,11.842767295597485
2022-06-04,Keyboard,Accessories,North,3,942,84.8,2022,6,June,9.00212314225053
2023-01-21,Camera,Electronics,East,2,2084,586.72,2023,1,January,28.15355086372361
2023-08-16,Tablet,Electronics,West,6,4584,473.37,2023,8,August,10.326570680628272
2022-05-28,Printer,Office,East,1,1118,319.28,2022,5,May,28.55813953488372
2024-04-30,Mouse,Accessories,North,9,4005,652.15,2024,4,April,16.283395755305868
2024-03-04,Smartwatch,Electronics,East,5,4610,1293.37,2024,3,March,28.055748373101952
2024-10-14,Keyboard,Accessories,South,1,551,86.84,2024,10,October,15.760435571687841
2022-08-05,Printer,Office,West,1,75,19.29,2022,8,August,25.72
2023-12-19,Mouse,Accessories,South,6,6576,1899.67,2023,12,December,28.88792579075426
2023-03-26,Printer,Office,North,6,6432,1410.52,2023,3,March,21.9297263681592
2022-08-08,Headphones,Accessories,South,7,7763,1444.27,2022,8,August,18.604534329511786
2024-03-02,Monitor,Accessories,East,7,2240,622.29,2024,3,March,27.78080357142857
2022-12-04,Headphones,Accessories,East,6,5298,1209.88,2022,12,December,22.83654209135523
2023-07-15,Smartwatch,Electronics,North,2,116,32.27,2023,7,July,27.818965517241384
2022-02-02,Tablet,Electronics,East,8,6728,1140.19,2022,2,February,16.94693816884661
2022-12-02,Monitor,Accessories,North,5,490,55.59,2022,12,December,11.344897959183674
2024-01-26,Monitor,Accessories,North,7,2765,699.86,2024,1,January,25.311392405063295
2022-04-21,Smartphone,Electronics,West,8,2680,598.97,2022,4,April,22.34962686567164
2023-08-19,Camera,Electronics,East,2,2174,335.37,2023,8,August,15.426402943882245
2024-04-11,Monitor,Accessories,North,9,5562,1258.12,2024,4,April,22.61992089176555
2022-09-27,Smartphone,Electronics,East,8,9208,2595.33,2022,9,September,28.185599478714163
2024-08-31,Smartphone,Electronics,West,4,4512,546.71,2024,8,August,12.116799645390072
2024-03-04,Camera,Electronics,West,9,7974,1965.96,2024,3,March,24.654627539503387
2022-04-30,Monitor,Accessories,East,6,4944,1335.04,2022,4,April,27.003236245954692
2022-03-19,Printer,Office,South,3,1611,234.84,2022,3,March,14.577281191806332
2024-07-05,Smartwatch,Electronics,West,9,4599,618.89,2024,7,July,13.457055881713414
2024-03-21,Laptop,Electronics,East,6,4380,419.3,2024,3,March,9.573059360730594
2024-10-20,Headphones,Accessories,South,2,2376,580.26,2024,10,October,24.421717171717173
2023-01-03,Monitor,Accessories,South,9,6588,1800.9,2023,1,January,27.33606557377049
2022-01-05,Mouse,Accessories,East,5,3745,720.08,2022,1,January,19.22777036048064
2022-06-18,Camera,Electronics,North,5,5305,1389.25,2022,6,June,26.187558906691798
2023-05-19,Tablet,Electronics,North,8,1608,332.12,2023,5,May,20.654228855721392
2024-07-18,Monitor,Accessories,East,9,4977,745.81,2024,7,July,14.985131605384769
2022-02-09,Smartphone,Electronics,East,7,4529,273.97,2022,2,February,6.0492382424376245
2024-04-15,Camera,Electronics,West,7,4690,319.42,2024,4,April,6.810660980810235
2024-11-12,Keyboard,Accessories,East,4,2424,544.07,2024,11,November,22.44513201320132
2024-11-27,Keyboard,Accessories,North,6,3594,610.77,2024,11,November,16.994156928213688
2022-05-03,Keyboard,Accessories,North,7,3962,491.9,2022,5,May,12.415446744068651
2024-03-14,Camera,Electronics,East,2,944,149.38,2024,3,March,15.824152542372879
2022-12-20,Smartwatch,Electronics,West,6,6792,1787.97,2022,12,December,26.32464664310954
2023-03-06,Tablet,Electronics,North,7,6804,1383.81,2023,3,March,20.338183421516753
2024-09-20,Camera,Electronics,South,6,816,98.75,2024,9,September,12.10171568627451
2022-07-10,Monitor,Accessories,North,6,5916,544.59,2022,7,July,9.205375253549697
2022-06-17,Mouse,Accessories,South,5,5730,310.58,2022,6,June,5.420244328097731
2024-05-13,Headphones,Accessories,East,7,8288,785.54,2024,5,May,9.47804054054054
2022-06-24,Headphones,Accessories,South,2,2046,394.93,2022,6,June,19.302541544477027
2022-06-05,Tablet,Electronics,East,9,5031,1149.48,2022,6,June,22.8479427549195
2022-03-10,Keyboard,Accessories,South,9,1764,417.95,2022,3,March,23.693310657596374
2022-07-23,Laptop,Electronics,South,8,1880,486.88,2022,7,July,25.897872340425533
2023-12-25,Smartwatch,Electronics,West,2,200,10.45,2023,12,December,5.225
2022-10-06,Mouse,Accessories,East,3,2688,476.77,2022,10,October,17.736979166666668
2023-01-02,Laptop,Electronics,West,4,3216,213.81,2023,1,January,6.648320895522389
2023-12-21,Camera,Electronics,East,8,8440,1504.18,2023,12,December,17.822037914691943
2024-04-26,Tablet,Electronics,East,7,1582,208.42,2024,4,April,13.174462705436154
2024-07-12,Laptop,Electronics,North,1,58,10.79,2024,7,July,18.603448275862068
2022-03-26,Smartwatch,Electronics,West,8,608,163.18,2022,3,March,26.838815789473685
2024-11-19,Smartphone,Electronics,North,3,183,41.82,2024,11,November,22.852459016393443
2024-07-02,Monitor,Accessories,West,5,3105,744.26,2024,7,July,23.969726247987115
2023-04-13,Monitor,Accessories,North,5,2450,485.18,2023,4,April,19.80326530612245
2022-12-05,Laptop,Electronics,North,3,3024,622.29,2022,12,December,20.578373015873012
2023-04-20,Printer,Office,East,4,3856,747.79,2023,4,April,19.392894190871367
2024-03-11,Keyboard,Accessories,West,7,532,121.03,2024,3,March,22.75
2023-02-19,Smartphone,Electronics,South,4,3152,307.62,2023,2,February,9.759517766497462
2023-12-04,Monitor,Accessories,East,9,8586,1555.82,2023,12,December,18.12042860470533
2022-10-21,Monitor,Accessories,South,2,1046,273.38,2022,10,October,26.135755258126192
2022-02-15,Tablet,Electronics,West,4,3452,560.31,2022,2,February,16.23146002317497
2022-03-12,Monitor,Accessories,West,4,2368,361.02,2022,3,March,15.245777027027026
2022-10-20,Camera,Electronics,South,2,1924,422.25,2022,10,October,21.946465696465697
2022-09-19,Laptop,Electronics,West,5,4580,1148.06,2022,9,September,25.066812227074237
2024-11-02,Headphones,Accessories,East,5,3735,423.94,2024,11,November,11.350468540829986
2023-05-13,Monitor,Accessories,North,4,2476,417.16,2023,5,May,16.84814216478191
2023-07-13,Laptop,Electronics,South,2,162,16.51,2023,7,July,10.19135802469136
2022-07-04,Printer,Office,West,3,258,38.03,2022,7,July,14.74031007751938
2022-03-19,Keyboard,Accessories,East,4,3524,998.29,2022,3,March,28.328320090805903
2023-05-27,Smartwatch,Electronics,South,8,6184,1796.9,2023,5,May,29.057244501940495
2023-03-07,Monitor,Accessories,West,6,3750,645.69,2023,3,March,17.2184
2022-04-15,Mouse,Accessories,South,5,1465,424.64,2022,4,April,28.98566552901024
2024-03-28,Camera,Electronics,North,4,4480,412.05,2024,3,March,9.197544642857142
2024-02-29,Laptop,Electronics,North,8,1544,281.22,2024,2,February,18.21373056994819
2024-01-21,Headphones,Accessories,North,9,7974,1181.04,2024,1,January,14.811136192626034
2024-03-30,Printer,Office,East,5,5920,1679.15,2024,3,March,28.364020270270274
2024-10-02,Smartwatch,Electronics,South,8,8792,2045.54,2024,10,October,23.26592356687898
2023-12-18,Smartwatch,Electronics,East,1,294,52.37,2023,12,December,17.812925170068024
2022-01-23,Camera,Electronics,East,7,1169,264.37,2022,1,January,22.615055603079558
2024-02-14,Camera,Electronics,West,8,9232,880.52,2024,2,February,9.537694974003466
2023-10-09,Headphones,Accessories,South,4,1396,135.48,2023,10,October,9.704871060171918
2024-01-23,Camera,Electronics,North,9,10188,1408.18,2024,1,January,13.8219473890852
2022-09-13,Monitor,Accessories,West,2,222,23.65,2022,9,September,10.653153153153152
2024-04-03,Monitor,Accessories,West,2,1328,358.07,2024,4,April,26.963102409638555
2024-11-06,Printer,Office,East,9,5085,488.63,2024,11,November,9.609242871189775
2024-08-02,Mouse,Accessories,West,3,1245,229.73,2024,8,August,18.452208835341366
2022-08-18,Tablet,Electronics,South,2,960,124.02,2022,8,August,12.918749999999998
2024-03-03,Smartphone,Electronics,West,9,5553,329.79,2024,3,March,5.9389519178822265
2023-09-10,Keyboard,Accessories,North,2,1790,236.76,2023,9,September,13.226815642458101
2024-07-11,Keyboard,Accessories,West,8,2712,247.84,2024,7,July,9.138643067846608
2024-05-06,Laptop,Electronics,North,1,632,89.14,2024,5,May,14.104430379746836
2022-01-13,Headphones,Accessories,South,8,4904,520.74,2022,1,January,10.61867862969005
2022-12-05,Keyboard,Accessories,South,1,361,58.8,2022,12,December,16.28808864265928
2022-02-11,Printer,Office,West,9,7290,841.07,2022,2,February,11.537311385459533
2024-03-08,Smartwatch,Electronics,South,4,2052,181.64,2024,3,March,8.851851851851851
2024-05-21,Mouse,Accessories,North,3,1842,112.85,2024,5,May,6.126492942453854
2023-12-06,Mouse,Accessories,North,9,10593,2488.69,2023,12,December,23.493722269423202
2022-08-28,Camera,Electronics,South,6,1218,129.36,2022,8,August,10.620689655172415
2023-11-19,Mouse,Accessories,South,5,4240,426.41,2023,11,November,10.05683962264151
2024-10-29,Keyboard,Accessories,East,2,226,38.52,2024,10,October,17.04424778761062
2022-03-25,Camera,Electronics,East,6,5154,1072.8,2022,3,March,20.81490104772992
2023-07-30,Mouse,Accessories,North,6,1236,304.88,2023,7,July,24.666666666666668
2022-11-14,Tablet,Electronics,South,1,1179,159.42,2022,11,November,13.521628498727733
2024-12-29,Printer,Office,West,5,2275,313.5,2024,12,December,13.78021978021978
2023-05-21,Smartwatch,Electronics,North,7,6188,1231.3,2023,5,May,19.898190045248867
2023-12-16,Headphones,Accessories,West,3,2946,666.99,2023,12,December,22.64052953156823
2023-09-10,Headphones,Accessories,South,5,5085,1172.12,2023,9,September,23.050540806293014
2022-05-02,Keyboard,Accessories,North,2,712,205.53,2022,5,May,28.866573033707866
2023-02-03,Smartwatch,Electronics,East,6,648,62.25,2023,2,February,9.606481481481481
2023-02-02,Mouse,Accessories,North,5,2735,483.2,2023,2,February,17.6672760511883
2022-12-26,Printer,Office,North,6,2910,173.45,2022,12,December,5.960481099656357
2022-05-15,Smartwatch,Electronics,South,1,263,69.39,2022,5,May,26.384030418250955
2023-12-05,Smartphone,Electronics,North,2,876,66.68,2023,12,December,7.611872146118722
2023-11-05,Mouse,Accessories,West,1,913,162.24,2023,11,November,17.769989047097482
2024-10-13,Laptop,Electronics,South,9,594,93.92,2024,10,October,15.811447811447813
2022-02-27,Headphones,Accessories,South,2,956,202.14,2022,2,February,21.144351464435147
2024-06-17,Laptop,Electronics,East,7,7301,2026.43,2024,6,June,27.755512943432407
2023-05-14,Headphones,Accessories,South,6,5754,1628.61,2023,5,May,28.303962460896763
2022-06-21,Headphones,Accessories,East,4,1372,274.47,2022,6,June,20.00510204081633
2022-07-08,Headphones,Accessories,North,8,920,214.27,2022,7,July,23.29021739130435
2024-01-18,Smartphone,Electronics,North,3,885,150.79,2024,1,January,17.038418079096044
2024-12-30,Camera,Electronics,North,1,379,39.41,2024,12,December,10.398416886543535
2024-09-09,Headphones,Accessories,West,8,1024,201.92,2024,9,September,19.71875
2024-05-04,Keyboard,Accessories,West,4,4312,388.48,2024,5,May,9.009276437847866
2023-06-06,Mouse,Accessories,East,5,5030,540.73,2023,6,June,10.75009940357853
2022-01-31,Smartphone,Electronics,West,2,1438,315.83,2022,1,January,21.963143254520165
2022-04-07,Keyboard,Accessories,South,1,419,108.36,2022,4,April,25.861575178997615
2022-02-24,Headphones,Accessories,East,3,3519,935.72,2022,2,February,26.590508667235014
2022-04-03,Tablet,Electronics,East,8,2912,451.97,2022,4,April,15.520947802197805
2023-02-20,Smartphone,Electronics,North,5,4005,226.09,2023,2,February,5.645193508114856
2023-08-22,Smartwatch,Electronics,South,5,2075,271.71,2023,8,August,13.0944578313253
2023-02-23,Laptop,Electronics,South,2,120,7.74,2023,2,February,6.45
2024-08-12,Camera,Electronics,North,4,564,32.8,2024,8,August,5.815602836879432
2023-10-01,Smartwatch,Electronics,East,2,486,62.58,2023,10,October,12.876543209876543
2023-04-15,Smartwatch,Electronics,East,2,1488,342.87,2023,4,April,23.04233870967742
2023-02-24,Laptop,Electronics,West,6,3096,277.68,2023,2,February,8.968992248062015
2022-11-04,Smartwatch,Electronics,West,8,6488,1845.07,2022,11,November,28.438193588162765
2024-04-11,Smartwatch,Electronics,West,4,4284,848.44,2024,4,April,19.80485527544351
2022-07-05,Smartwatch,Electronics,North,8,1864,110.81,2022,7,July,5.944742489270386
2024-05-08,Camera,Electronics,West,5,4435,954.12,2024,5,May,21.513416009019164
2024-10-03,Camera,Electronics,East,4,3296,460.98,2024,10,October,13.986043689320388
2023-05-05,Mouse,Accessories,East,3,780,217.92,2023,5,May,27.938461538461535
2022-06-02,Smartwatch,Electronics,East,7,4396,962.61,2022,6,June,21.897406733393996
2023-05-02,Keyboard,Accessories,South,6,1362,202.68,2023,5,May,14.881057268722467
2022-01-13,Mouse,Accessories,East,7,3843,378.03,2022,1,January,9.836846213895393
2022-09-09,Printer,Office,East,2,2080,450.24,2022,9,September,21.646153846153844
2022-04-07,Mouse,Accessories,South,5,1210,201.45,2022,4,April,16.64876033057851
2023-11-15,Printer,Office,West,3,2316,356.5,2023,11,November,15.392918825561313
2023-07-18,Monitor,Accessories,West,6,3366,614.22,2023,7,July,18.247771836007132
2024-06-07,Tablet,Electronics,West,9,6507,1075.51,2024,6,June,16.528507760872905
2024-05-14,Mouse,Accessories,South,1,384,35.36,2024,5,May,9.208333333333334
2022-01-05,Laptop,Electronics,South,5,3625,563.95,2022,1,January,15.557241379310346
2022-12-14,Tablet,Electronics,South,1,400,45.16,2022,12,December,11.29
2022-02-22,Monitor,Accessories,North,5,2880,209.58,2022,2,February,7.277083333333334
2023-03-28,Printer,Office,West,6,1608,302.32,2023,3,March,18.800995024875622
2023-02-08,Headphones,Accessories,South,2,1574,196.84,2023,2,February,12.505717916137229
2024-09-13,Keyboard,Accessories,East,3,2478,584.37,2024,9,September,23.58232445520581
2024-09-20,Headphones,Accessories,East,8,8872,1486.58,2024,9,September,16.7558611361587
2024-03-24,Printer,Office,East,8,2320,668.63,2024,3,March,28.820258620689653
2023-07-29,Headphones,Accessories,West,3,171,9.02,2023,7,July,5.2748538011695905
2024-11-20,Keyboard,Accessories,South,8,4536,627.13,2024,11,November,13.825617283950617
2024-06-09,Headphones,Accessories,South,3,1308,73.28,2024,6,June,5.602446483180428
2022-10-27,Laptop,Electronics,North,4,4048,641.23,2022,10,October,15.840662055335969
2022-05-29,Tablet,Electronics,East,9,4041,963.58,2022,5,May,23.845087849542193
2024-05-24,Headphones,Accessories,South,5,5665,332.46,2024,5,May,5.868667255075022
2023-11-29,Mouse,Accessories,South,6,6876,1029.92,2023,11,November,14.978475858057012
2023-03-02,Monitor,Accessories,South,1,617,145.37,2023,3,March,23.560777957860616
2022-09-15,Monitor,Accessories,South,6,1440,130.4,2022,9,September,9.055555555555555
2024-04-17,Smartwatch,Electronics,East,8,472,116.36,2024,4,April,24.652542372881356
2023-06-30,Laptop,Electronics,North,5,5640,1227.77,2023,6,June,21.768971631205673
2022-10-26,Headphones,Accessories,West,6,2640,668.12,2022,10,October,25.307575757575755
2024-07-13,Smartphone,Electronics,South,3,768,72.67,2024,7,July,9.462239583333334
2024-02-22,Keyboard,Accessories,South,1,725,81.96,2024,2,February,11.304827586206896
2024-04-28,Headphones,Accessories,North,8,1080,210.69,2024,4,April,19.508333333333333
2024-10-30,Headphones,Accessories,South,1,393,40.34,2024,10,October,10.264631043256998
2024-06-11,Smartwatch,Electronics,North,4,1264,371.92,2024,6,June,29.424050632911392
2022-09-03,Headphones,Accessories,South,9,4797,1193.95,2022,9,September,24.88951427975818
2022-03-27,Tablet,Electronics,East,8,2080,151.14,2022,3,March,7.266346153846154
2022-02-16,Camera,Electronics,West,4,3812,312.8,2022,2,February,8.20566631689402
2024-02-25,Mouse,Accessories,West,5,3695,463.57,2024,2,February,12.545872801082544
2022-01-31,Mouse,Accessories,South,1,1159,344.22,2022,1,January,29.69974115616911
2024-08-06,Tablet,Electronics,West,9,4149,605.52,2024,8,August,14.594360086767896
2023-12-05,Keyboard,Accessories,East,2,1446,171.73,2023,12,December,11.876210235131396
2024-07-24,Laptop,Electronics,South,1,225,48.82,2024,7,July,21.697777777777777
2022-12-09,Headphones,Accessories,South,1,355,26.8,2022,12,December,7.549295774647888
2023-09-15,Tablet,Electronics,West,7,3164,166.4,2023,9,September,5.259165613147914
2022-10-28,Smartwatch,Electronics,East,1,498,38.67,2022,10,October,7.765060240963856
2023-04-28,Headphones,Accessories,South,5,1315,217.79,2023,4,April,16.561977186311786
2024-09-13,Headphones,Accessories,North,5,2805,438.89,2024,9,September,15.646702317290554
2022-11-01,Monitor,Accessories,East,5,5180,726.62,2022,11,November,14.027413127413126
2022-06-07,Camera,Electronics,North,5,4045,203.35,2022,6,June,5.027194066749073
2024-06-22,Laptop,Electronics,North,9,8793,2262.43,2024,6,June,25.729898783122934
2024-08-08,Headphones,Accessories,South,8,2592,526.38,2024,8,August,20.30787037037037
2022-02-08,Keyboard,Accessories,East,7,7819,1708.84,2022,2,February,21.85496866606983
2024-07-11,Smartwatch,Electronics,North,7,2919,325.35,2024,7,July,11.145940390544707
2023-06-03,Printer,Office,South,3,768,85.37,2023,6,June,11.115885416666666
2023-12-02,Smartphone,Electronics,West,2,1736,388.09,2023,12,December,22.35541474654378
2023-07-18,Smartwatch,Electronics,South,7,6293,389.22,2023,7,July,6.184967424122041
2024-03-21,Headphones,Accessories,South,6,3684,477.02,2024,3,March,12.948425624321388
2024-12-24,Printer,Office,South,9,8370,1064.65,2024,12,December,12.71983273596177
2023-08-24,Keyboard,Accessories,South,4,3788,875.54,2023,8,August,23.11351636747624
2023-08-22,Laptop,Electronics,West,8,8296,1884.18,2023,8,August,22.711909353905497
2022-10-10,Tablet,Electronics,West,5,325,21.01,2022,10,October,6.464615384615385
